SAMPLE CODE,YEAR,REGION,LOCATION,SITE NAME,DEPTH ZONE,TRANSECT,Acanthurus tractus (bahianus),Acanthurus chirurgus,Acanthurus coeruleus,Aetobatus narinari,Alectis ciliaris,Balistes vetula,Calamus pennatula,Canthidermis sufflamen,Caranx bartholomaei,Caranx crysos,Caranx hippos,Caranx latus,Caranx lugubris,Caranx ruber,Carcharhinus limbatus,Carcharhinus perezii,Cephalopholis cruentata,Cephalopholis fulva,Chaetodon ocellatus,Chaetodon sedentarius,Chaetodon striatus,Decapterus macarellus,Elagatis bipinnulata,Epinephelus adscensionis,Epinephelus guttatus,Epinephelus itajara,Epinephelus striatus,Gerres cinereus,Ginglymostoma cirratum,Gymnothorax moringa,Haemulon plumierii,Holacanthus ciliaris,Holacanthus tricolor,Hypanus americanus,Istiophorus albicans,Lachnolaimus maximus,Lactophrys trigonus,Lactophrys triqueter,Lutjanus analis,Lutjanus apodus,Lutjanus cyanopterus,Lutjanus griseus,Lutjanus jocu,Lutjanus mahogoni,Lutjanus synagris,Microspathodon chrysurus,Mycteroperca interstitialis,Mycteroperca tigris,Mycteroperca venenosa,Negaprion brevirostris,Ocyurus chrysurus,Pomacanthus paru,Pterois volitans,Scarus coelestinus,Scarus iseri,Scarus taeniopterus,Scomberomorus regalis,Seriola rivoliana,Sparisoma aurofrenatum,Sparisoma chrysopterum,Sparisoma radians,Sparisoma rubripinne,Sparisoma viride,Sphyraena barracuda,Sphyraena picudilla,Trachinotus falcatus
2016Cayo Diablo (2016)3,2016,North/Northeast,Fajardo,Cayo Diablo (2016),Very Shallow,3,0,0.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,23.76,0,0,37.77,395.17,0,0,792.86,0,0,0
2016Cayo Diablo (2016)4,2016,North/Northeast,Fajardo,Cayo Diablo (2016),Very Shallow,4,0,0,98.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,0,0,1,0,1.92,0,0,0
2016Cayo Diablo (2016)5,2016,North/Northeast,Fajardo,Cayo Diablo (2016),Very Shallow,5,0,0.52,10.69,0,0,0,0,0,0,1827.93,0,0,0,0,0,0,32.04,0,,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,5.94,0,0,0,0,0,0,47.18,0,0,0
2016Cayo Ratones1,2016,Southeast,Salinas,Cayo Ratones,Very Shallow,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,58.86,,0,0,0,0,0,0,1.11,0,0,0,0,0,0,0
2016Cayo Ratones2,2016,Southeast,Salinas,Cayo Ratones,Very Shallow,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,42.15,0,0,0,105.27,0,0,0,47.18,0,0,0
2016Cayo Ratones3,2016,Southeast,Salinas,Cayo Ratones,Very Shallow,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,221.44,0,0,0,0,0,,0,0,0,0,0,,0,0,8.8,0,0,0,105.27,0,0,0,0.64,0,0,0
2016Cayo Ratones4,2016,Southeast,Salinas,Cayo Ratones,Very Shallow,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,42.15,0,0,0,37.77,0,0,0,236.54,0,0,0
2016Cayo Ratones5,2016,Southeast,Salinas,Cayo Ratones,Very Shallow,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,125.67,,0,0,0,0,0,0,227.84,0,0,0,3.2,0,0,0
2016Cayo Rodriguez1,2016,West,Mayaguez,Cayo Rodriguez,Very Shallow,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,106.14,0,0,0,0,0,,0,0,0,0,58.86,,0,0,195.26,142.36,0,0,210.54,0,0,0,2233.95,0,0,0
2016Cayo Rodriguez2,2016,West,Mayaguez,Cayo Rodriguez,Very Shallow,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.12,0,,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,106.43,0,0,0,105.27,0,0,0,0,0,0,0
2016Cayo Rodriguez3,2016,West,Mayaguez,Cayo Rodriguez,Very Shallow,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,81.98,0,27.49,0,0,0,286.08,0,0,0,34.78,0,0,0
2016Cayo Rodriguez4,2016,West,Mayaguez,Cayo Rodriguez,Very Shallow,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,37.96,,0,0,8.43,86.28,0,0,0,0,0,0,47.82,0,0,0
2016Cayo Rodriguez5,2016,West,Mayaguez,Cayo Rodriguez,Very Shallow,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,105.27,0,0,0,1.28,0,0,0
2016Cibuco (2013)1,2016,North/Northeast,Vega Baja,Cibuco (2013),Shallow,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92.26,,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,102.9,0,0,0,0,0,0,0,0,0,0
2016Cibuco (2013)2,2016,North/Northeast,Vega Baja,Cibuco (2013),Shallow,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,73.08,0,0,0,0,0,0,0,1.28,0,0,0
2016Cibuco (2013)3,2016,North/Northeast,Vega Baja,Cibuco (2013),Shallow,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,49.31,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,1.28,0,0,0
2016Cibuco (2013)4,2016,North/Northeast,Vega Baja,Cibuco (2013),Shallow,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,189.34,,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,1198.59,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016Cibuco (2013)5,2016,North/Northeast,Vega Baja,Cibuco (2013),Shallow,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,337.14,,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,106.14,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0.64,0,0,0
2016Dakiti1,2016,Vieques/Culebra,Isla Culebra,Dakiti,Intermediate,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,1447.03,0,0,0,0,0,,0,0,0,0,0,,0,0,0,82.32,0,0,91.9,0,0,0,0.64,0,0,0
2016Dakiti2,2016,Vieques/Culebra,Isla Culebra,Dakiti,Intermediate,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,131.21,0,0,0,0,0,0,0,0,0,0
2016Dakiti3,2016,Vieques/Culebra,Isla Culebra,Dakiti,Intermediate,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,118.02,0,0,0,8.18,0,0,0,580.6,0,0,0
2016Dakiti4,2016,Vieques/Culebra,Isla Culebra,Dakiti,Intermediate,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,5.72,0,0,0,75.54,0,0,0,513.02,0,0,0
2016Dakiti5,2016,Vieques/Culebra,Isla Culebra,Dakiti,Intermediate,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88.16,0,,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,60.8,0,432.65,0,0,0,143.04,0,0,0,292.04,0,0,0
2016El Negro 10m1,2016,West,Cabo Rojo,El Negro 10m,Shallow,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120.2,0,,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,314.3,0,0,0,458.85,0,0,0,0,0,0,0
2016El Negro 10m2,2016,West,Cabo Rojo,El Negro 10m,Shallow,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152.24,0,,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,16.86,273.38,0,0,180.81,0,0,0,1192.62,0,0,0
2016El Negro 10m3,2016,West,Cabo Rojo,El Negro 10m,Shallow,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,1410.78,835.44,0,0,333.11,0,0,0,0,0,0,0
2016El Negro 10m4,2016,West,Cabo Rojo,El Negro 10m,Shallow,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,769.69,0,,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,588.99,550.72,0,0,218.58,0,0,0,0,0,0,0
2016El Negro 10m5,2016,West,Cabo Rojo,El Negro 10m,Shallow,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,188.96,0,,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,5985.87,,0,0,50.58,20.58,0,0,83.72,0,0,0,0,0,0,0
2016El Negro 5m1,2016,West,Cabo Rojo,El Negro 5m,Very Shallow,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,243.79,41.16,0,0,0,36.63,0,0,123.07,0,0,0
2016El Negro 5m2,2016,West,Cabo Rojo,El Negro 5m,Very Shallow,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.12,0,,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,243.79,20.58,0,0,46.32,0,0,0,0,0,0,0
2016El Negro 5m3,2016,West,Cabo Rojo,El Negro 5m,Very Shallow,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71.16,0,,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,222.52,,0,0,84.3,1419.56,0,0,105.27,0,0,0,15585.15,0,0,0
2016El Negro 5m4,2016,West,Cabo Rojo,El Negro 5m,Very Shallow,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,95.55,784.26,0,0,399.53,0,0,0,309.63,0,0,0
2016El Negro 5m5,2016,West,Cabo Rojo,El Negro 5m,Very Shallow,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,348.38,0,,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,3313.07,0,0,0,0,0,0,7446.79,0,0,0
2016El Seco1,2016,Vieques/Culebra,Isla Vieques,El Seco,Mesophotic,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,998.67,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0
2016El Seco2,2016,Vieques/Culebra,Isla Vieques,El Seco,Mesophotic,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,2781.64,0,0,,0,0,0,0,0,,0,0,0,402.8,0,0,0,0,0,0,0.64,0,0,0
2016El Seco3,2016,Vieques/Culebra,Isla Vieques,El Seco,Mesophotic,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,333.49,0,0,0,0,0,0,1.92,0,0,0
2016El Seco4,2016,Vieques/Culebra,Isla Vieques,El Seco,Mesophotic,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1800,0,0,0,125.67,,0,0,0,404.4,0,0,37.77,0,0,0,2544.49,960.1,0,0
2016El Seco5,2016,Vieques/Culebra,Isla Vieques,El Seco,Mesophotic,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,1147.29,0,0,45.95,0,0,0,0,0,0,0
2016Esperanza1,2016,Vieques/Culebra,Isla Vieques,Esperanza,Shallow,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,130.04,0,0,109.99,50.38,0,0,0
2016Esperanza2,2016,Vieques/Culebra,Isla Vieques,Esperanza,Shallow,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88.16,0,,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,1.32,81.35,0,0,181.55,0,0,0,5.12,0,0,0
2016Esperanza3,2016,Vieques/Culebra,Isla Vieques,Esperanza,Shallow,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.04,0,,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,8.8,0,0,0,218.58,0,0,0,723.07,0,0,0
2016Esperanza4,2016,Vieques/Culebra,Isla Vieques,Esperanza,Shallow,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.52,,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,1.32,9.9,0,0,105.27,0,0,0,1.92,0,0,0
2016Esperanza5,2016,Vieques/Culebra,Isla Vieques,Esperanza,Shallow,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.38,0,,,,0,0,0,439.34,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,125.67,,0,0,0,28.5,0,0,143.04,0,0,0,4335.1,0,0,0
2016Guanajibo1,2016,West,Mayaguez,Guanajibo,Intermediate,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,41.16,0,0,45.95,0,1.5,0,0,0,0,0
2016Guanajibo2,2016,West,Mayaguez,Guanajibo,Intermediate,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,20.58,0,0,0,0,0,0,12.66,7662.54,0,0
2016Guanajibo3,2016,West,Mayaguez,Guanajibo,Intermediate,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,932.4,5729.8,7600,0,0,0,0,0,8670.2,0,0,0
2016Guanajibo4,2016,West,Mayaguez,Guanajibo,Intermediate,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,6041.6,0,0,105.27,0,0,0,94.36,0,0,0
2016Guanajibo5,2016,West,Mayaguez,Guanajibo,Intermediate,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,130.85,0,,0,0,19100,0,0,,0,0,0,86.09,0,0,151.22,0,0,0,904.96,0,0,0
2016Manchas Exteriores 10m1,2016,West,Mayaguez,Manchas Exteriores 10m,Shallow,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,1178.1,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,109.62,41.16,0,0,16.36,0,0,0,58.56,0,0,0
2016Manchas Exteriores 10m2,2016,West,Mayaguez,Manchas Exteriores 10m,Shallow,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,153.58,0,0,0,0,0,0,0,0,0,0
2016Manchas Exteriores 10m3,2016,West,Mayaguez,Manchas Exteriores 10m,Shallow,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,42.15,284.72,0,0,218.58,0,0,0,0,0,0,0
2016Manchas Exteriores 10m4,2016,West,Mayaguez,Manchas Exteriores 10m,Shallow,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.04,545.89,,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,44.97,0,0,0,37.77,0,0,0,894.22,0,0,0
2016Manchas Exteriores 10m5,2016,West,Mayaguez,Manchas Exteriores 10m,Shallow,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.16,0,,,,0,0,0,439.34,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,1666.49,0,0,37.77,0,0,0,1468.11,0,0,0
2016Manchas Exteriores 20m1,2016,West,Mayaguez,Manchas Exteriores 20m,Intermediate,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.04,35.52,,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,582.12,,0,0,0,0,0,,0,0,16.86,773.54,0,0,205.35,0,0,0,446.79,0,0,0
2016Manchas Exteriores 20m2,2016,West,Mayaguez,Manchas Exteriores 20m,Intermediate,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.08,0,,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,73.08,393.06,0,0,37.77,0,0,0,0,0,0,0
2016Manchas Exteriores 20m3,2016,West,Mayaguez,Manchas Exteriores 20m,Intermediate,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.04,0,,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,123.66,623.61,0,0,105.64,0,0,0,122.43,0,0,0
2016Manchas Exteriores 20m4,2016,West,Mayaguez,Manchas Exteriores 20m,Intermediate,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,420.76,261.7,0,,0,0,0,0,0,,0,0,36.54,338.89,0,0,37.77,0,0,0,47.18,0,0,0
2016Manchas Exteriores 20m5,2016,West,Mayaguez,Manchas Exteriores 20m,Intermediate,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,172.71,,0,0,0,0,0,,0,0,0,108.65,0,0,121.63,0,0,0,122.43,0,0,0
2016Maria Langa 10m (2016)1,2016,South,Guayanilla,Maria Langa 10m (2016),Shallow,1,0,9.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.55,,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,9.32,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,143.04,100.45,0,0,0,0,0,0
2016Maria Langa 10m (2016)2,2016,South,Guayanilla,Maria Langa 10m (2016),Shallow,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,395.99,,0,0,97.63,61.74,0,0,45.95,0,0,0,0,0,0,0
2016Maria Langa 10m (2016)3,2016,South,Guayanilla,Maria Langa 10m (2016),Shallow,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,27.05,0,0,0,45.95,0,0.5,0,0,0,0,0
2016Maria Langa 10m (2016)4,2016,South,Guayanilla,Maria Langa 10m (2016),Shallow,4,0,18.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92.26,,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,106.14,0,0,0,0,0,,0,0,0,0,77.84,,0,0,109.62,0,0,0,105.27,0,9.85,0,0,0,0,0
2016Maria Langa 10m (2016)5,2016,South,Guayanilla,Maria Langa 10m (2016),Shallow,5,0,0,10.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92.26,,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,358.41,0,0,0,0,0,,0,0,0,0,0,,0,0,16.86,0,0,0,0,100.45,0,0,0,0,0,0
2016Maria Langa 20m (2016)1,2016,South,Guayanilla,Maria Langa 20m (2016),Intermediate,1,0,38.37,43.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,439.34,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,125.67,,0,0,0.88,41.16,0,0,0,0,0,0,0,0,0,0
2016Maria Langa 20m (2016)2,2016,South,Guayanilla,Maria Langa 20m (2016),Intermediate,2,40.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,337.14,,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,125.67,,0,0,0,20.58,0,0,0,0,0,0,0,0,0,0
2016Maria Langa 20m (2016)3,2016,South,Guayanilla,Maria Langa 20m (2016),Intermediate,3,841.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.08,0,,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,351.97,,254.47,0,8.43,0,0,0,0,0,0,0,0,0,0,0
2016Maria Langa 20m (2016)4,2016,South,Guayanilla,Maria Langa 20m (2016),Intermediate,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,94.2,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,65.51,0,0,227.84,0,0,0,0,0,0,0
2016Maria Langa 20m (2016)5,2016,South,Guayanilla,Maria Langa 20m (2016),Intermediate,5,208.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,1178.1,0,0,0,0,,,0,0,0,0,0,0,0,0,221.44,0,0,0,0,0,,0,0,0,0,117.72,,0,0,370.74,0,0,0,0,0,0,0,0,0,0,0
2016Maria Langa 5m1,2016,South,Guayanilla,Maria Langa 5m,Very Shallow,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.16,0,,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,302.31,0,0,0,37.77,0,0,0,446.79,0,0,0
2016Maria Langa 5m2,2016,South,Guayanilla,Maria Langa 5m,Very Shallow,2,81.86,38.37,10.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,44.97,0,0,0,353.58,0,0,0,0,0,0,0
2016Maria Langa 5m3,2016,South,Guayanilla,Maria Langa 5m,Very Shallow,3,81.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,105.27,0,0,0,0,0,0,0
2016Maria Langa 5m4,2016,South,Guayanilla,Maria Langa 5m,Very Shallow,4,81.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.04,0,,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,195.26,0,0,0,75.54,0,0,0,0,0,0,0
2016Maria Langa 5m5,2016,South,Guayanilla,Maria Langa 5m,Very Shallow,5,40.93,0,43.69,0,0,0,0,0,0,0,0,0,0,0,0,0,39.12,0,,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016Palominitos (2016)1,2016,North/Northeast,Fajardo,Palominitos (2016),Shallow,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.38,0,,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,1.32,26.52,0,0,370.88,0,1,0,1.28,0,0,0
